"Tarih","Şimdi","Açılış","Yüksek","Düşük","Hac.","Fark %"
"29.09.2021","94,293","93,720","94,345","93,620","0,44K","0,62%"
"28.09.2021","93,710","93,350","93,735","93,350","0,61K","0,42%"
"27.09.2021","93,321","93,175","93,400","93,135","0,03K","0,05%"
"24.09.2021","93,275","93,090","93,340","93,090","0,02K","0,33%"
"23.09.2021","92,970","93,420","93,450","92,935","0,09K","-0,45%"
"22.09.2021","93,390","93,145","93,445","93,000","0,07K","0,26%"
"21.09.2021","93,145","93,175","93,175","93,000","0,03K","-0,06%"
"20.09.2021","93,201","93,270","93,350","93,160","0,02K","0,09%"
"17.09.2021","93,121","92,785","93,140","92,730","0,02K","0,28%"
"16.09.2021","92,859","92,575","92,890","92,575","0,09K","0,42%"
"15.09.2021","92,474","92,585","92,590","92,390","0,02K","-0,08%"
"14.09.2021","92,549","92,560","92,590","92,240","0,08K","-0,11%"
"13.09.2021","92,650","92,600","92,880","92,550","19,90K","0,08%"
"10.09.2021","92,574","92,515","92,650","92,315","21,09K","0,11%"
"09.09.2021","92,474","92,685","92,765","92,365","31,99K","-0,18%"
"08.09.2021","92,644","92,550","92,850","92,470","14,37K","0,15%"
"07.09.2021","92,509","92,165","92,575","92,100","17,59K","0,53%"
"06.09.2021","92,019","92,100","92,305","92,100","2,02K","0,00%"
"03.09.2021","92,019","92,225","92,255","91,935","5,95K","-0,23%"
"02.09.2021","92,233","92,510","92,540","92,200","1,40K","-0,24%"
"01.09.2021","92,454","92,665","92,790","92,380","1,13K","-0,20%"
"31.08.2021","92,635","92,700","92,750","92,410","1,30K","-0,02%"
"30.08.2021","92,657","92,710","92,785","92,605","0,49K","-0,04%"
"27.08.2021","92,695","93,080","93,180","92,630","1,83K","-0,40%"
"26.08.2021","93,068","92,820","93,075","92,805","0,49K","0,27%"
"25.08.2021","92,820","92,900","93,110","92,810","0,47K","-0,07%"
"24.08.2021","92,886","93,000","93,070","92,800","0,56K","-0,07%"
"23.08.2021","92,951","93,450","93,505","92,950","0,76K","-0,58%"
"20.08.2021","93,493","93,585","93,710","93,440","0,33K","-0,08%"
"19.08.2021","93,568","93,220","93,575","93,220","0,61K","0,48%"
"18.08.2021","93,124","93,130","93,250","92,960","0,39K","0,00%"
"17.08.2021","93,120","92,610","93,140","92,610","0,22K","0,56%"
"16.08.2021","92,599","92,490","92,635","92,460","0,19K","0,11%"
"13.08.2021","92,501","92,970","92,980","92,450","0,50K","-0,55%"
"12.08.2021","93,013","92,890","93,010","92,830","0,16K","0,12%"
"11.08.2021","92,898","93,065","93,175","92,800","0,32K","-0,14%"
"10.08.2021","93,025","92,960","93,105","92,920","0,45K","0,12%"
"09.08.2021","92,915","92,805","92,975","92,700","0,17K","0,15%"
"06.08.2021","92,780","92,270","92,825","92,255","0,20K","0,59%"
"05.08.2021","92,239","92,280","92,315","92,115","0,17K","-0,02%"
"04.08.2021","92,259","92,075","92,295","91,800","0,29K","0,21%"
"03.08.2021","92,063","92,045","92,125","91,900","0,14K","0,02%"
"02.08.2021","92,040","92,100","92,145","91,900","0,33K","-0,14%"
"30.07.2021","92,168","91,880","92,170","91,775","0,16K","0,35%"
"29.07.2021","91,851","92,240","92,270","91,840","0,71K","-0,48%"
"28.07.2021","92,292","92,460","92,700","92,220","0,31K","-0,13%"
"27.07.2021","92,411","92,545","92,825","92,305","0,28K","-0,24%"
"26.07.2021","92,631","92,880","92,915","92,530","0,47K","-0,30%"
"23.07.2021","92,908","92,800","93,000","92,760","0,26K","0,11%"
"22.07.2021","92,810","92,785","92,885","92,495","0,53K","0,07%"
"21.07.2021","92,745","92,970","93,160","92,710","0,43K","-0,23%"
"20.07.2021","92,959","92,830","93,160","92,810","0,40K","0,09%"
"19.07.2021","92,880","92,690","93,010","92,615","0,46K","0,23%"
"16.07.2021","92,667","92,545","92,740","92,525","0,10K","0,07%"
"15.07.2021","92,606","92,385","92,650","92,285","0,12K","0,24%"
"14.07.2021","92,385","92,765","92,775","92,335","0,15K","-0,38%"
"13.07.2021","92,734","92,195","92,790","92,195","0,11K","0,54%"
"12.07.2021","92,236","92,120","92,370","92,075","0,06K","0,14%"
"09.07.2021","92,103","92,370","92,465","92,080","0,10K","-0,32%"
"08.07.2021","92,395","92,700","92,760","92,245","0,17K","-0,25%"
"07.07.2021","92,625","92,515","92,820","92,470","0,12K","0,12%"
"06.07.2021","92,518","92,230","92,640","91,985","0,18K","0,14%"
"05.07.2021","92,393","92,235","92,320","92,135","0,10K","0,00%"
"02.07.2021","92,393","92,530","92,695","92,170","0,20K","-0,21%"
"01.07.2021","92,583","92,330","92,585","92,250","0,13K","0,18%"
"30.06.2021","92,421","92,000","92,415","91,990","0,05K","0,43%"
"29.06.2021","92,021","91,855","92,165","91,855","0,11K","0,18%"
"28.06.2021","91,856","91,735","91,975","91,675","0,14K","0,03%"
"25.06.2021","91,829","91,735","91,780","91,500","0,05K","0,05%"
"24.06.2021","91,780","91,765","91,825","91,650","0,04K","0,01%"
"23.06.2021","91,770","91,720","91,835","91,500","0,16K","0,04%"
"22.06.2021","91,731","91,925","92,095","91,650","0,08K","-0,14%"
"21.06.2021","91,861","92,225","92,315","91,830","0,17K","-0,36%"
"18.06.2021","92,189","91,880","92,345","91,785","0,16K","0,37%"
"17.06.2021","91,848","91,380","91,950","91,280","0,24K","0,73%"
"16.06.2021","91,182","90,480","91,280","90,420","0,24K","0,77%"
"15.06.2021","90,487","90,465","90,665","90,320","0,12K","-0,00%"
"14.06.2021","90,488","90,490","90,570","90,370","10,27K","-0,04%"
"11.06.2021","90,527","90,040","90,580","89,915","24,18K","0,55%"
"10.06.2021","90,031","90,100","90,275","89,935","31,17K","-0,07%"
"09.06.2021","90,093","90,095","90,135","89,795","13,78K","0,07%"
"08.06.2021","90,031","89,945","90,135","89,920","10,65K","0,13%"
"07.06.2021","89,914","90,170","90,305","89,880","17,38K","-0,25%"
"04.06.2021","90,140","90,510","90,625","90,030","1,98K","-0,40%"
"03.06.2021","90,505","89,920","90,555","89,890","1,83K","0,67%"
"02.06.2021","89,906","89,885","90,240","89,855","1,32K","0,10%"
"01.06.2021","89,815","89,800","89,920","89,650","0,96K","-0,20%"
"31.05.2021","89,998","90,010","90,115","89,800","0,42K","0,00%"
"28.05.2021","89,998","90,030","90,430","89,975","0,71K","0,04%"
"27.05.2021","89,959","90,100","90,175","89,900","0,53K","-0,08%"
"26.05.2021","90,030","89,660","90,100","89,575","0,32K","0,44%"
"25.05.2021","89,633","89,800","89,835","89,545","0,64K","-0,24%"
"24.05.2021","89,853","89,975","90,065","89,785","0,18K","-0,18%"
"21.05.2021","90,013","89,750","90,155","89,645","0,31K","0,23%"
"20.05.2021","89,805","90,230","90,235","89,760","0,25K","-0,44%"
"19.05.2021","90,201","89,795","90,280","89,690","0,48K","0,50%"
"18.05.2021","89,749","90,180","90,185","89,695","0,62K","-0,45%"
"17.05.2021","90,152","90,350","90,400","90,130","0,35K","-0,20%"
"14.05.2021","90,337","90,805","90,805","90,280","0,41K","-0,46%"
"13.05.2021","90,750","90,725","90,910","90,570","1,07K","0,09%"
"12.05.2021","90,671","90,260","90,820","90,135","1,05K","0,62%"
"11.05.2021","90,109","90,260","90,300","89,930","0,38K","-0,07%"
"10.05.2021","90,170","90,155","90,300","90,005","0,35K","-0,03%"
"07.05.2021","90,201","90,820","90,925","90,165","0,38K","-0,78%"
"06.05.2021","90,911","91,235","91,325","90,850","0,18K","-0,39%"
"05.05.2021","91,263","91,245","91,410","91,145","0,09K","0,02%"
"04.05.2021","91,247","90,995","91,325","90,990","0,18K","0,38%"
"03.05.2021","90,905","91,245","91,325","90,835","0,24K","-0,37%"
"30.04.2021","91,244","90,580","91,275","90,565","0,24K","0,74%"
"29.04.2021","90,573","90,510","90,700","90,400","0,13K","0,00%"
"28.04.2021","90,573","90,960","91,070","90,530","0,09K","-0,33%"
"27.04.2021","90,872","90,845","91,000","90,770","0,06K","0,12%"
"26.04.2021","90,760","90,800","90,895","90,650","0,22K","-0,08%"
"23.04.2021","90,829","91,195","91,200","90,785","0,12K","-0,52%"
"22.04.2021","91,306","91,060","91,350","90,970","0,22K","0,21%"
"21.04.2021","91,118","91,200","91,395","91,055","0,12K","-0,10%"
"20.04.2021","91,212","91,020","91,200","90,850","0,37K","0,19%"
"19.04.2021","91,040","91,570","91,700","91,020","0,39K","-0,53%"
"16.04.2021","91,529","91,715","91,770","91,475","0,11K","-0,08%"
"15.04.2021","91,603","91,615","91,725","91,485","0,15K","-0,07%"
"14.04.2021","91,664","91,760","91,780","91,580","0,09K","-0,19%"
"13.04.2021","91,834","92,155","92,360","91,780","0,21K","-0,32%"
"12.04.2021","92,129","92,215","92,320","92,000","0,11K","-0,02%"
"09.04.2021","92,150","92,065","92,385","92,055","0,09K","0,10%"
"08.04.2021","92,054","92,415","92,455","92,000","0,10K","-0,44%"
"07.04.2021","92,457","92,335","92,385","92,165","0,08K","0,13%"
"06.04.2021","92,333","92,530","92,750","92,290","0,11K","-0,27%"
"05.04.2021","92,585","92,960","93,090","92,550","0,23K","-0,48%"
"02.04.2021","93,036","92,880","93,055","92,845","0,04K","0,11%"
"01.04.2021","92,932","93,190","93,325","92,880","0,14K","-0,31%"
"31.03.2021","93,221","93,275","93,430","93,000","0,16K","-0,09%"
"30.03.2021","93,301","92,885","93,335","92,885","0,10K","0,39%"
"29.03.2021","92,936","92,770","92,935","92,730","0,07K","0,20%"
"26.03.2021","92,755","92,835","92,835","92,650","0,10K","-0,05%"
"25.03.2021","92,806","92,605","92,890","92,515","0,11K","0,32%"
"24.03.2021","92,510","92,400","92,600","92,330","0,11K","0,20%"
"23.03.2021","92,328","91,800","92,335","91,800","0,14K","0,66%"
"22.03.2021","91,721","92,065","92,125","91,690","0,18K","-0,20%"
"19.03.2021","91,905","91,905","92,120","91,690","0,15K","0,07%"
"18.03.2021","91,845","91,330","91,900","91,290","0,19K","0,47%"
"17.03.2021","91,413","91,910","91,965","91,350","0,17K","-0,49%"
"16.03.2021","91,860","91,820","92,005","91,675","0,10K","0,03%"
"15.03.2021","91,832","91,655","91,970","91,540","28,21K","0,17%"
"12.03.2021","91,677","91,420","91,960","91,380","29,37K","0,29%"
"11.03.2021","91,415","91,850","91,895","91,340","42,13K","-0,45%"
"10.03.2021","91,828","92,010","92,260","91,775","17,66K","-0,14%"
"09.03.2021","91,960","92,430","92,530","91,915","10,35K","-0,42%"
"08.03.2021","92,344","91,900","92,455","91,850","7,41K","0,39%"
"05.03.2021","91,989","91,690","92,210","91,630","5,90K","0,40%"
"04.03.2021","91,624","91,015","91,675","90,980","1,55K","0,77%"
"03.03.2021","90,927","90,800","91,060","90,620","1,44K","0,16%"
"02.03.2021","90,780","91,075","91,390","90,725","1,76K","-0,26%"
"01.03.2021","91,018","90,925","91,125","90,700","2,07K","0,17%"
"26.02.2021","90,862","90,320","90,955","90,130","1,15K","0,82%"
"25.02.2021","90,120","90,085","90,275","89,655","2,52K","-0,03%"
"24.02.2021","90,145","90,055","90,415","89,945","0,58K","0,00%"
"23.02.2021","90,142","89,985","90,215","89,905","0,35K","0,18%"
"22.02.2021","89,979","90,330","90,550","89,965","0,46K","-0,40%"
"19.02.2021","90,343","90,530","90,630","90,170","0,49K","-0,25%"
"18.02.2021","90,570","90,850","90,965","90,510","0,34K","-0,38%"
"17.02.2021","90,919","90,700","91,020","90,600","0,28K","0,49%"
"16.02.2021","90,473","90,275","90,600","90,080","0,30K","0,04%"
"15.02.2021","90,435","90,300","90,370","90,240","0,05K","0,00%"
"12.02.2021","90,435","90,415","90,680","90,340","0,15K","0,06%"
"11.02.2021","90,378","90,415","90,425","90,215","0,11K","0,06%"
"10.02.2021","90,328","90,450","90,490","90,210","0,21K","-0,08%"
"09.02.2021","90,399","90,875","90,875","90,385","0,26K","-0,54%"
"08.02.2021","90,894","90,930","91,185","90,845","0,55K","-0,12%"
"05.02.2021","91,007","91,485","91,570","90,950","0,36K","-0,53%"
"04.02.2021","91,495","91,075","91,550","91,070","0,21K","0,41%"
"03.02.2021","91,123","91,000","91,250","90,955","0,17K","-0,04%"
"02.02.2021","91,155","90,965","91,260","90,795","0,23K","0,24%"
"01.02.2021","90,940","90,575","91,020","90,465","0,17K","0,44%"
"29.01.2021","90,540","90,610","90,725","90,320","0,21K","0,15%"
"28.01.2021","90,402","90,735","90,795","90,370","0,19K","-0,22%"
"27.01.2021","90,605","90,140","90,830","90,100","0,18K","0,54%"
"26.01.2021","90,118","90,305","90,525","90,070","0,10K","-0,25%"
"25.01.2021","90,343","90,215","90,475","90,040","0,11K","0,18%"
"22.01.2021","90,182","90,065","90,270","90,045","0,23K","0,09%"
"21.01.2021","90,097","90,275","90,315","90,015","0,17K","-0,38%"
"20.01.2021","90,439","90,388","90,690","90,248","-","-0,01%"
"19.01.2021","90,446","90,680","90,725","90,385","0,26K","-0,31%"
"18.01.2021","90,727","90,675","90,910","90,675","0,09K","0,00%"
"15.01.2021","90,727","90,200","90,750","90,200","0,21K","0,60%"
"14.01.2021","90,189","90,225","90,520","90,065","0,14K","-0,14%"
"13.01.2021","90,314","89,980","90,400","89,880","0,14K","0,30%"
"12.01.2021","90,044","90,445","90,550","89,990","0,15K","-0,42%"
"11.01.2021","90,422","90,205","90,670","90,170","0,18K","0,42%"
"08.01.2021","90,048","89,855","90,145","89,620","0,29K","0,31%"
"07.01.2021","89,771","89,345","89,900","89,345","0,13K","0,32%"
"06.01.2021","89,482","89,360","89,750","89,155","0,12K","0,10%"
"05.01.2021","89,389","89,790","89,790","89,375","0,09K","-0,48%"
"04.01.2021","89,819","89,735","89,890","89,380","0,13K","-0,04%"
"31.12.2020","89,859","89,500","89,930","89,500","0,09K","0,27%"
"30.12.2020","89,614","89,868","89,900","89,515","-","-0,30%"
"29.12.2020","89,883","90,100","90,100","89,830","0,04K","-0,40%"
"28.12.2020","90,240","90,100","90,260","89,890","0,07K","0,03%"
"24.12.2020","90,215","90,115","90,225","90,075","0,02K","-0,10%"
"23.12.2020","90,306","90,400","90,460","90,070","0,03K","-0,23%"
"22.12.2020","90,511","90,055","90,550","90,055","0,04K","0,66%"
"21.12.2020","89,914","90,000","90,910","89,970","0,09K","-0,01%"
"18.12.2020","89,920","89,805","89,900","89,770","0,01K","0,24%"
"17.12.2020","89,706","90,050","90,050","89,620","0,23K","-0,69%"
"16.12.2020","90,327","90,330","90,560","90,030","0,05K","-0,05%"
"15.12.2020","90,369","90,550","90,685","90,325","0,02K","-0,32%"
"14.12.2020","90,655","90,730","90,845","90,345","23,43K","-0,30%"
"11.12.2020","90,924","90,670","90,975","90,545","21,50K","0,19%"
"10.12.2020","90,751","91,000","91,080","90,575","27,05K","-0,29%"
"09.12.2020","91,011","90,830","91,120","90,595","14,05K","0,14%"
"08.12.2020","90,880","90,825","90,925","90,660","10,38K","0,20%"
"07.12.2020","90,702","90,675","91,150","90,515","8,92K","0,10%"
"04.12.2020","90,609","90,585","90,780","90,380","7,98K","-0,04%"
"03.12.2020","90,645","91,030","91,030","90,435","1,98K","-0,45%"
"02.12.2020","91,052","91,160","91,430","90,915","1,00K","-0,19%"
"01.12.2020","91,227","91,825","91,835","91,085","1,00K","-0,62%"
"30.11.2020","91,792","91,695","91,955","91,425","0,90K","0,06%"
"27.11.2020","91,741","91,930","91,980","91,690","0,21K","-0,18%"
"26.11.2020","91,906","91,905","92,100","91,785","0,22K","0,00%"
"25.11.2020","91,906","92,118","92,252","91,910","-","-0,28%"
"24.11.2020","92,165","92,445","92,500","92,065","0,42K","-0,29%"
"23.11.2020","92,434","92,325","92,730","91,955","0,35K","0,11%"
"20.11.2020","92,335","92,250","92,350","92,150","0,16K","0,11%"
"19.11.2020","92,234","92,445","92,620","92,190","0,19K","-0,03%"
"18.11.2020","92,261","92,405","92,450","92,150","0,13K","-0,09%"
"17.11.2020","92,348","92,445","92,485","92,200","0,15K","-0,25%"
"16.11.2020","92,580","92,620","92,785","92,400","0,14K","-0,14%"
"13.11.2020","92,708","92,895","92,960","92,670","0,11K","-0,22%"
"12.11.2020","92,915","92,970","93,045","92,730","0,21K","-0,08%"
"11.11.2020","92,994","92,665","93,165","92,600","0,17K","0,31%"
"10.11.2020","92,706","92,715","92,935","92,585","0,16K","0,02%"
"09.11.2020","92,685","92,155","92,925","92,120","0,40K","0,53%"
"06.11.2020","92,195","92,750","92,750","92,130","0,23K","-0,31%"
"05.11.2020","92,486","93,360","93,365","92,485","0,28K","-0,96%"
"04.11.2020","93,381","93,555","94,250","93,230","0,15K","-0,16%"
"03.11.2020","93,530","93,980","93,980","93,305","0,07K","-0,61%"
"02.11.2020","94,105","94,105","94,165","93,965","0,15K","0,10%"
"30.10.2020","94,007","93,910","94,010","93,755","0,08K","0,07%"
"29.10.2020","93,942","93,400","94,075","93,325","0,13K","0,60%"
"28.10.2020","93,379","93,125","93,615","93,125","0,16K","0,52%"
"27.10.2020","92,897","92,915","93,000","92,790","0,10K","-0,12%"
"26.10.2020","93,009","92,715","93,050","92,715","0,04K","0,30%"
"23.10.2020","92,730","93,065","93,065","92,635","0,06K","-0,21%"
"22.10.2020","92,929","92,675","92,930","92,610","0,08K","0,39%"
"21.10.2020","92,564","92,920","92,920","92,460","0,12K","-0,49%"
"20.10.2020","93,016","93,400","93,460","92,975","0,10K","-0,40%"
"19.10.2020","93,394","93,690","93,690","93,185","0,12K","-0,27%"
"16.10.2020","93,644","93,770","93,810","93,505","0,10K","-0,20%"
"15.10.2020","93,829","93,395","93,850","93,385","0,07K","0,52%"
"14.10.2020","93,346","93,525","93,525","93,245","0,14K","-0,17%"
"13.10.2020","93,501","93,045","93,580","93,045","0,15K","0,47%"
"12.10.2020","93,066","93,115","93,205","93,010","0,06K","0,03%"
"09.10.2020","93,040","93,400","93,405","92,975","0,08K","-0,62%"
"08.10.2020","93,623","93,660","93,775","93,535","0,16K","-0,03%"
"07.10.2020","93,653","93,850","93,940","93,600","0,08K","-0,07%"
"06.10.2020","93,719","93,400","93,870","93,400","0,15K","0,20%"
"05.10.2020","93,530","93,845","93,845","93,395","0,13K","-0,37%"
"02.10.2020","93,874","93,755","94,030","93,705","0,10K","0,16%"
"01.10.2020","93,725","93,890","93,925","93,580","0,12K","-0,18%"
"30.09.2020","93,897","93,880","94,190","93,715","0,09K","0,00%"
"29.09.2020","93,895","94,235","94,280","93,865","0,13K","-0,40%"
"28.09.2020","94,269","94,550","94,560","94,145","0,12K","-0,40%"
"25.09.2020","94,647","94,370","94,690","94,215","0,08K","0,31%"
"24.09.2020","94,358","94,280","94,580","94,215","0,13K","-0,04%"
"23.09.2020","94,398","94,040","94,425","93,950","0,18K","0,45%"
"22.09.2020","93,978","93,560","94,075","93,460","0,13K","0,36%"
"21.09.2020","93,639","92,995","93,750","92,995","0,04K","0,79%"
"18.09.2020","92,907","92,800","92,945","92,770","0,02K","-0,01%"
"17.09.2020","92,919","93,370","93,370","92,865","0,02K","-0,27%"
"16.09.2020","93,171","93,070","93,085","92,760","0,02K","0,16%"
"15.09.2020","93,025","93,070","93,185","92,790","18,64K","-0,04%"
"14.09.2020","93,060","93,335","93,340","92,865","24,01K","-0,30%"
"11.09.2020","93,338","93,365","93,400","93,075","27,44K","0,02%"
"10.09.2020","93,316","93,255","93,445","92,680","34,05K","0,08%"
"09.09.2020","93,244","93,545","93,640","93,100","12,55K","-0,19%"
"08.09.2020","93,425","93,055","93,515","92,990","14,64K","0,77%"
"07.09.2020","92,709","92,785","93,080","92,785","2,89K","0,00%"
